Year,District Code,District Name,Neighborhood Code,Age,Immigrants,Emigrants
2016,8,Nou Barris,55,25-29,72,49
2016,8,Nou Barris,56,25-29,6,5
2016,9,Sant Andreu,57,25-29,82,48
2016,9,Sant Andreu,58,25-29,14,11
2016,9,Sant Andreu,59,25-29,66,42
2016,9,Sant Andreu,60,25-29,278,172
2016,9,Sant Andreu,61,25-29,202,93
2016,9,Sant Andreu,62,25-29,95,34
2016,9,Sant Andreu,63,25-29,156,72
2016,10,Sant Martí,64,25-29,409,145
2016,10,Sant Martí,65,25-29,229,92
2016,10,Sant Martí,66,25-29,179,54
2016,10,Sant Martí,67,25-29,60,19
2016,10,Sant Martí,68,25-29,314,110
2016,10,Sant Martí,69,25-29,83,20
2016,10,Sant Martí,70,25-29,248,139
2016,10,Sant Martí,71,25-29,132,55
2016,10,Sant Martí,72,25-29,165,81
2016,10,Sant Martí,73,25-29,160,97
2016,99,No consta,99,25-29,0,0
2016,1,Ciutat Vella,1,30-34,864,348
2016,1,Ciutat Vella,2,30-34,345,95
2016,1,Ciutat Vella,3,30-34,306,113
2016,1,Ciutat Vella,4,30-34,443,178
2016,2,Eixample,5,30-34,325,182
2016,2,Eixample,6,30-34,521,243
2016,2,Eixample,7,30-34,438,227
2016,2,Eixample,8,30-34,533,233
2016,2,Eixample,9,30-34,590,292
2016,2,Eixample,10,30-34,389,158
2016,3,Sants-Montjuïc,11,30-34,490,238
2016,3,Sants-Montjuïc,12,30-34,8,8
2016,3,Sants-Montjuïc,13,30-34,164,151
2016,3,Sants-Montjuïc,14,30-34,95,62
2016,3,Sants-Montjuïc,15,30-34,186,117
2016,3,Sants-Montjuïc,16,30-34,119,102
2016,3,Sants-Montjuïc,17,30-34,194,149
2016,3,Sants-Montjuïc,18,30-34,390,265
2016,4,Les Corts,19,30-34,340,204
2016,4,Les Corts,20,30-34,182,113
2016,4,Les Corts,21,30-34,80,48
2016,5,Sarrià-Sant Gervasi,22,30-34,23,20
2016,5,Sarrià-Sant Gervasi,23,30-34,142,86
2016,5,Sarrià-Sant Gervasi,24,30-34,74,54
2016,5,Sarrià-Sant Gervasi,25,30-34,118,73
2016,5,Sarrià-Sant Gervasi,26,30-34,282,165
2016,5,Sarrià-Sant Gervasi,27,30-34,219,135
2016,6,Gràcia,28,30-34,112,58
2016,6,Gràcia,29,30-34,33,31
2016,6,Gràcia,30,30-34,99,60
2016,6,Gràcia,31,30-34,630,280
2016,6,Gràcia,32,30-34,270,176
2016,7,Horta-Guinardó,33,30-34,166,110
2016,7,Horta-Guinardó,34,30-34,46,30
2016,7,Horta-Guinardó,35,30-34,253,175
2016,7,Horta-Guinardó,36,30-34,26,27
2016,7,Horta-Guinardó,37,30-34,174,130
2016,7,Horta-Guinardó,38,30-34,82,50
2016,7,Horta-Guinardó,39,30-34,43,25
2016,7,Horta-Guinardó,40,30-34,39,15
2016,7,Horta-Guinardó,41,30-34,31,15
2016,7,Horta-Guinardó,42,30-34,1,0
2016,7,Horta-Guinardó,43,30-34,133,72
2016,8,Nou Barris,44,30-34,123,99
2016,8,Nou Barris,45,30-34,143,94
2016,8,Nou Barris,46,30-34,85,52
2016,8,Nou Barris,47,30-34,5,6
2016,8,Nou Barris,48,30-34,46,36
2016,8,Nou Barris,49,30-34,16,29
2016,8,Nou Barris,50,30-34,117,76
2016,8,Nou Barris,51,30-34,91,55
2016,8,Nou Barris,52,30-34,144,110
2016,8,Nou Barris,53,30-34,51,26
2016,8,Nou Barris,54,30-34,18,10
2016,8,Nou Barris,55,30-34,88,56
2016,8,Nou Barris,56,30-34,12,2
2016,9,Sant Andreu,57,30-34,62,50
2016,9,Sant Andreu,58,30-34,11,9
2016,9,Sant Andreu,59,30-34,60,55
2016,9,Sant Andreu,60,30-34,265,180
2016,9,Sant Andreu,61,30-34,166,116
2016,9,Sant Andreu,62,30-34,82,54
2016,9,Sant Andreu,63,30-34,144,92
2016,10,Sant Martí,64,30-34,329,198
2016,10,Sant Martí,65,30-34,209,117
2016,10,Sant Martí,66,30-34,133,80
2016,10,Sant Martí,67,30-34,53,31
2016,10,Sant Martí,68,30-34,311,149
2016,10,Sant Martí,69,30-34,100,49
2016,10,Sant Martí,70,30-34,227,129
2016,10,Sant Martí,71,30-34,131,91
2016,10,Sant Martí,72,30-34,143,112
2016,10,Sant Martí,73,30-34,141,109
2016,99,No consta,99,30-34,0,0
2016,1,Ciutat Vella,1,35-39,496,319
2016,1,Ciutat Vella,2,35-39,215,120
2016,1,Ciutat Vella,3,35-39,151,100
2016,1,Ciutat Vella,4,35-39,264,143
2016,2,Eixample,5,35-39,221,136
2016,2,Eixample,6,35-39,340,265
2016,2,Eixample,7,35-39,305,166
2016,2,Eixample,8,35-39,297,178
2016,2,Eixample,9,35-39,349,277
2016,2,Eixample,10,35-39,205,150
2016,3,Sants-Montjuïc,11,35-39,323,218
2016,3,Sants-Montjuïc,12,35-39,2,6
2016,3,Sants-Montjuïc,13,35-39,131,107
2016,3,Sants-Montjuïc,14,35-39,82,49
2016,3,Sants-Montjuïc,15,35-39,116,102
2016,3,Sants-Montjuïc,16,35-39,110,80
2016,3,Sants-Montjuïc,17,35-39,158,142
2016,3,Sants-Montjuïc,18,35-39,266,223
2016,4,Les Corts,19,35-39,242,158
2016,4,Les Corts,20,35-39,124,86
2016,4,Les Corts,21,35-39,81,39
2016,5,Sarrià-Sant Gervasi,22,35-39,19,18
2016,5,Sarrià-Sant Gervasi,23,35-39,123,82
2016,5,Sarrià-Sant Gervasi,24,35-39,51,33
2016,5,Sarrià-Sant Gervasi,25,35-39,107,66
2016,5,Sarrià-Sant Gervasi,26,35-39,226,127
2016,5,Sarrià-Sant Gervasi,27,35-39,132,128
2016,6,Gràcia,28,35-39,72,55
2016,6,Gràcia,29,35-39,36,19
2016,6,Gràcia,30,35-39,63,48
2016,6,Gràcia,31,35-39,327,247
2016,6,Gràcia,32,35-39,161,123
2016,7,Horta-Guinardó,33,35-39,117,61
2016,7,Horta-Guinardó,34,35-39,52,31
2016,7,Horta-Guinardó,35,35-39,176,130
2016,7,Horta-Guinardó,36,35-39,21,29
2016,7,Horta-Guinardó,37,35-39,106,116
2016,7,Horta-Guinardó,38,35-39,55,40
2016,7,Horta-Guinardó,39,35-39,41,9
2016,7,Horta-Guinardó,40,35-39,28,16
2016,7,Horta-Guinardó,41,35-39,29,11
2016,7,Horta-Guinardó,42,35-39,5,2
2016,7,Horta-Guinardó,43,35-39,97,84
2016,8,Nou Barris,44,35-39,102,90
2016,8,Nou Barris,45,35-39,135,70
2016,8,Nou Barris,46,35-39,72,50
2016,8,Nou Barris,47,35-39,5,4
2016,8,Nou Barris,48,35-39,56,23
2016,8,Nou Barris,49,35-39,25,20
2016,8,Nou Barris,50,35-39,92,58
2016,8,Nou Barris,51,35-39,71,54
2016,8,Nou Barris,52,35-39,119,92
2016,8,Nou Barris,53,35-39,37,35
2016,8,Nou Barris,54,35-39,17,11
2016,8,Nou Barris,55,35-39,64,46
2016,8,Nou Barris,56,35-39,8,2
2016,9,Sant Andreu,57,35-39,61,61
2016,9,Sant Andreu,58,35-39,4,10
2016,9,Sant Andreu,59,35-39,53,50
2016,9,Sant Andreu,60,35-39,193,199
2016,9,Sant Andreu,61,35-39,142,106
2016,9,Sant Andreu,62,35-39,71,53
2016,9,Sant Andreu,63,35-39,94,71
2016,10,Sant Martí,64,35-39,207,173
2016,10,Sant Martí,65,35-39,132,110
2016,10,Sant Martí,66,35-39,95,62
2016,10,Sant Martí,67,35-39,60,29
2016,10,Sant Martí,68,35-39,224,151
2016,10,Sant Martí,69,35-39,91,58
2016,10,Sant Martí,70,35-39,180,135
2016,10,Sant Martí,71,35-39,107,82
2016,10,Sant Martí,72,35-39,98,90
2016,10,Sant Martí,73,35-39,99,84
2016,99,No consta,99,35-39,1,0
2016,1,Ciutat Vella,1,40-44,322,220
2016,1,Ciutat Vella,2,40-44,118,97
2016,1,Ciutat Vella,3,40-44,90,75
2016,1,Ciutat Vella,4,40-44,144,99
2016,2,Eixample,5,40-44,111,95
2016,2,Eixample,6,40-44,195,153
2016,2,Eixample,7,40-44,192,145
2016,2,Eixample,8,40-44,166,121
2016,2,Eixample,9,40-44,231,168
2016,2,Eixample,10,40-44,139,125
2016,3,Sants-Montjuïc,11,40-44,176,173
2016,3,Sants-Montjuïc,12,40-44,2,1
2016,3,Sants-Montjuïc,13,40-44,113,87
2016,3,Sants-Montjuïc,14,40-44,38,33
2016,3,Sants-Montjuïc,15,40-44,73,54
2016,3,Sants-Montjuïc,16,40-44,80,46
2016,3,Sants-Montjuïc,17,40-44,102,91
2016,3,Sants-Montjuïc,18,40-44,161,145
2016,4,Les Corts,19,40-44,149,136
2016,4,Les Corts,20,40-44,75,77
2016,4,Les Corts,21,40-44,70,25
2016,5,Sarrià-Sant Gervasi,22,40-44,16,8
2016,5,Sarrià-Sant Gervasi,23,40-44,106,68
2016,5,Sarrià-Sant Gervasi,24,40-44,68,60
2016,5,Sarrià-Sant Gervasi,25,40-44,91,58
2016,5,Sarrià-Sant Gervasi,26,40-44,184,128
2016,5,Sarrià-Sant Gervasi,27,40-44,91,72
2016,6,Gràcia,28,40-44,53,42
2016,6,Gràcia,29,40-44,31,38
2016,6,Gràcia,30,40-44,26,20
2016,6,Gràcia,31,40-44,169,177
2016,6,Gràcia,32,40-44,95,82
2016,7,Horta-Guinardó,33,40-44,66,75
2016,7,Horta-Guinardó,34,40-44,31,24
2016,7,Horta-Guinardó,35,40-44,122,98
2016,7,Horta-Guinardó,36,40-44,21,27
2016,7,Horta-Guinardó,37,40-44,99,81
2016,7,Horta-Guinardó,38,40-44,38,31
2016,7,Horta-Guinardó,39,40-44,17,19
2016,7,Horta-Guinardó,40,40-44,9,9
2016,7,Horta-Guinardó,41,40-44,13,10
2016,7,Horta-Guinardó,42,40-44,5,2
2016,7,Horta-Guinardó,43,40-44,70,58
2016,8,Nou Barris,44,40-44,77,61
2016,8,Nou Barris,45,40-44,108,58
2016,8,Nou Barris,46,40-44,37,47
2016,8,Nou Barris,47,40-44,5,3
2016,8,Nou Barris,48,40-44,51,22
2016,8,Nou Barris,49,40-44,10,10
2016,8,Nou Barris,50,40-44,63,39
2016,8,Nou Barris,51,40-44,38,35
2016,8,Nou Barris,52,40-44,74,63
2016,8,Nou Barris,53,40-44,31,19
2016,8,Nou Barris,54,40-44,10,5
2016,8,Nou Barris,55,40-44,57,33
2016,8,Nou Barris,56,40-44,2,7
2016,9,Sant Andreu,57,40-44,54,34
2016,9,Sant Andreu,58,40-44,8,7
2016,9,Sant Andreu,59,40-44,43,44
2016,9,Sant Andreu,60,40-44,134,139
2016,9,Sant Andreu,61,40-44,86,60
2016,9,Sant Andreu,62,40-44,38,33
2016,9,Sant Andreu,63,40-44,70,65
2016,10,Sant Martí,64,40-44,146,133
2016,10,Sant Martí,65,40-44,72,75
2016,10,Sant Martí,66,40-44,59,43
2016,10,Sant Martí,67,40-44,37,18
2016,10,Sant Martí,68,40-44,146,114
2016,10,Sant Martí,69,40-44,72,50
2016,10,Sant Martí,70,40-44,126,95
2016,10,Sant Martí,71,40-44,66,72
2016,10,Sant Martí,72,40-44,57,58
2016,10,Sant Martí,73,40-44,89,67
2016,99,No consta,99,40-44,0,0
2016,1,Ciutat Vella,1,45-49,213,163
2016,1,Ciutat Vella,2,45-49,68,47
2016,1,Ciutat Vella,3,45-49,47,33
2016,1,Ciutat Vella,4,45-49,71,66
2016,2,Eixample,5,45-49,81,54
2016,2,Eixample,6,45-49,131,112
2016,2,Eixample,7,45-49,133,88
2016,2,Eixample,8,45-49,109,73
2016,2,Eixample,9,45-49,128,121
2016,2,Eixample,10,45-49,78,59
2016,3,Sants-Montjuïc,11,45-49,122,112
2016,3,Sants-Montjuïc,12,45-49,1,2
2016,3,Sants-Montjuïc,13,45-49,78,62
2016,3,Sants-Montjuïc,14,45-49,33,24
2016,3,Sants-Montjuïc,15,45-49,56,58
2016,3,Sants-Montjuïc,16,45-49,37,49
2016,3,Sants-Montjuïc,17,45-49,58,55
2016,3,Sants-Montjuïc,18,45-49,107,94
2016,4,Les Corts,19,45-49,101,86
2016,4,Les Corts,20,45-49,63,53
2016,4,Les Corts,21,45-49,45,38
2016,5,Sarrià-Sant Gervasi,22,45-49,6,10
2016,5,Sarrià-Sant Gervasi,23,45-49,72,52
2016,5,Sarrià-Sant Gervasi,24,45-49,37,33
2016,5,Sarrià-Sant Gervasi,25,45-49,49,55
2016,5,Sarrià-Sant Gervasi,26,45-49,148,81
2016,5,Sarrià-Sant Gervasi,27,45-49,62,57
2016,6,Gràcia,28,45-49,37,31
2016,6,Gràcia,29,45-49,19,14
2016,6,Gràcia,30,45-49,20,19
2016,6,Gràcia,31,45-49,103,104
2016,6,Gràcia,32,45-49,65,43
2016,7,Horta-Guinardó,33,45-49,47,48
2016,7,Horta-Guinardó,34,45-49,22,10
2016,7,Horta-Guinardó,35,45-49,96,80
2016,7,Horta-Guinardó,36,45-49,11,14
2016,7,Horta-Guinardó,37,45-49,54,55
2016,7,Horta-Guinardó,38,45-49,21,15
2016,7,Horta-Guinardó,39,45-49,19,13
2016,7,Horta-Guinardó,40,45-49,6,13
2016,7,Horta-Guinardó,41,45-49,14,7
2016,7,Horta-Guinardó,42,45-49,0,0
2016,7,Horta-Guinardó,43,45-49,49,42
2016,8,Nou Barris,44,45-49,43,28
2016,8,Nou Barris,45,45-49,71,57
2016,8,Nou Barris,46,45-49,40,32
2016,8,Nou Barris,47,45-49,2,7
2016,8,Nou Barris,48,45-49,31,24
2016,8,Nou Barris,49,45-49,4,11
2016,8,Nou Barris,50,45-49,47,43
2016,8,Nou Barris,51,45-49,28,22
2016,8,Nou Barris,52,45-49,62,39
2016,8,Nou Barris,53,45-49,15,16
2016,8,Nou Barris,54,45-49,10,2
2016,8,Nou Barris,55,45-49,31,20
2016,8,Nou Barris,56,45-49,3,4
2016,9,Sant Andreu,57,45-49,39,20
2016,9,Sant Andreu,58,45-49,10,6
2016,9,Sant Andreu,59,45-49,33,33
2016,9,Sant Andreu,60,45-49,96,75
2016,9,Sant Andreu,61,45-49,61,43
2016,9,Sant Andreu,62,45-49,33,23
2016,9,Sant Andreu,63,45-49,49,51
2016,10,Sant Martí,64,45-49,92,93
2016,10,Sant Martí,65,45-49,58,45
2016,10,Sant Martí,66,45-49,39,24
2016,10,Sant Martí,67,45-49,17,18
2016,10,Sant Martí,68,45-49,80,58
2016,10,Sant Martí,69,45-49,45,29
2016,10,Sant Martí,70,45-49,94,74
2016,10,Sant Martí,71,45-49,43,33
2016,10,Sant Martí,72,45-49,51,53
2016,10,Sant Martí,73,45-49,79,55
2016,99,No consta,99,45-49,3,1
2016,1,Ciutat Vella,1,50-54,132,96
2016,1,Ciutat Vella,2,50-54,55,40
2016,1,Ciutat Vella,3,50-54,33,21
2016,1,Ciutat Vella,4,50-54,51,29
2016,2,Eixample,5,50-54,67,41
2016,2,Eixample,6,50-54,101,81
2016,2,Eixample,7,50-54,118,70
2016,2,Eixample,8,50-54,78,76
2016,2,Eixample,9,50-54,105,73
2016,2,Eixample,10,50-54,74,56
2016,3,Sants-Montjuïc,11,50-54,94,78
2016,3,Sants-Montjuïc,12,50-54,1,1
2016,3,Sants-Montjuïc,13,50-54,59,50
2016,3,Sants-Montjuïc,14,50-54,12,20
2016,3,Sants-Montjuïc,15,50-54,26,30
2016,3,Sants-Montjuïc,16,50-54,29,19
2016,3,Sants-Montjuïc,17,50-54,39,50
2016,3,Sants-Montjuïc,18,50-54,87,66
2016,4,Les Corts,19,50-54,59,66
2016,4,Les Corts,20,50-54,45,33
2016,4,Les Corts,21,50-54,36,23
2016,5,Sarrià-Sant Gervasi,22,50-54,7,6
2016,5,Sarrià-Sant Gervasi,23,50-54,50,45
2016,5,Sarrià-Sant Gervasi,24,50-54,32,22
2016,5,Sarrià-Sant Gervasi,25,50-54,46,39
2016,5,Sarrià-Sant Gervasi,26,50-54,122,67
2016,5,Sarrià-Sant Gervasi,27,50-54,47,40
2016,6,Gràcia,28,50-54,27,18
2016,6,Gràcia,29,50-54,9,11
2016,6,Gràcia,30,50-54,18,15
2016,6,Gràcia,31,50-54,85,78
2016,6,Gràcia,32,50-54,39,30
2016,7,Horta-Guinardó,33,50-54,29,21
2016,7,Horta-Guinardó,34,50-54,14,17
2016,7,Horta-Guinardó,35,50-54,57,43
2016,7,Horta-Guinardó,36,50-54,6,7
2016,7,Horta-Guinardó,37,50-54,54,40
2016,7,Horta-Guinardó,38,50-54,19,17
2016,7,Horta-Guinardó,39,50-54,12,9
2016,7,Horta-Guinardó,40,50-54,7,6
2016,7,Horta-Guinardó,41,50-54,9,9
2016,7,Horta-Guinardó,42,50-54,1,0
2016,7,Horta-Guinardó,43,50-54,45,35
2016,8,Nou Barris,44,50-54,40,31
2016,8,Nou Barris,45,50-54,46,40
2016,8,Nou Barris,46,50-54,32,18
2016,8,Nou Barris,47,50-54,6,3
2016,8,Nou Barris,48,50-54,17,14
2016,8,Nou Barris,49,50-54,7,4
2016,8,Nou Barris,50,50-54,25,21
2016,8,Nou Barris,51,50-54,27,13
2016,8,Nou Barris,52,50-54,48,33
2016,8,Nou Barris,53,50-54,14,15
2016,8,Nou Barris,54,50-54,10,3
2016,8,Nou Barris,55,50-54,30,17
2016,8,Nou Barris,56,50-54,0,1
2016,9,Sant Andreu,57,50-54,28,16
2016,9,Sant Andreu,58,50-54,4,3
2016,9,Sant Andreu,59,50-54,18,23
2016,9,Sant Andreu,60,50-54,72,54
2016,9,Sant Andreu,61,50-54,46,35
2016,9,Sant Andreu,62,50-54,25,17
2016,9,Sant Andreu,63,50-54,40,26
2016,10,Sant Martí,64,50-54,64,61
2016,10,Sant Martí,65,50-54,46,36
2016,10,Sant Martí,66,50-54,15,31
2016,10,Sant Martí,67,50-54,15,14
2016,10,Sant Martí,68,50-54,49,54
2016,10,Sant Martí,69,50-54,31,15
2016,10,Sant Martí,70,50-54,69,48
2016,10,Sant Martí,71,50-54,40,35
2016,10,Sant Martí,72,50-54,50,39
2016,10,Sant Martí,73,50-54,48,29
2016,99,No consta,99,50-54,0,0
2016,1,Ciutat Vella,1,55-59,96,60
2016,1,Ciutat Vella,2,55-59,41,27
2016,1,Ciutat Vella,3,55-59,29,27
2016,1,Ciutat Vella,4,55-59,36,21
2016,2,Eixample,5,55-59,55,36
2016,2,Eixample,6,55-59,68,59
2016,2,Eixample,7,55-59,73,65
2016,2,Eixample,8,55-59,60,44
2016,2,Eixample,9,55-59,87,52
2016,2,Eixample,10,55-59,51,60
2016,3,Sants-Montjuïc,11,55-59,75,54
2016,3,Sants-Montjuïc,12,55-59,0,3
2016,3,Sants-Montjuïc,13,55-59,37,39
2016,3,Sants-Montjuïc,14,55-59,11,13
2016,3,Sants-Montjuïc,15,55-59,20,20
2016,3,Sants-Montjuïc,16,55-59,35,27
2016,3,Sants-Montjuïc,17,55-59,29,43
2016,3,Sants-Montjuïc,18,55-59,56,55
2016,4,Les Corts,19,55-59,47,53
2016,4,Les Corts,20,55-59,37,35
2016,4,Les Corts,21,55-59,32,16
2016,5,Sarrià-Sant Gervasi,22,55-59,9,3
2016,5,Sarrià-Sant Gervasi,23,55-59,37,35
2016,5,Sarrià-Sant Gervasi,24,55-59,18,21
2016,5,Sarrià-Sant Gervasi,25,55-59,23,30
2016,5,Sarrià-Sant Gervasi,26,55-59,60,64
2016,5,Sarrià-Sant Gervasi,27,55-59,28,28
2016,6,Gràcia,28,55-59,27,19
2016,6,Gràcia,29,55-59,10,5
2016,6,Gràcia,30,55-59,18,8
2016,6,Gràcia,31,55-59,69,49
2016,6,Gràcia,32,55-59,19,36
2016,7,Horta-Guinardó,33,55-59,36,26
2016,7,Horta-Guinardó,34,55-59,8,7
2016,7,Horta-Guinardó,35,55-59,46,38
2016,7,Horta-Guinardó,36,55-59,8,13
2016,7,Horta-Guinardó,37,55-59,26,31
2016,7,Horta-Guinardó,38,55-59,14,10
2016,7,Horta-Guinardó,39,55-59,11,3
2016,7,Horta-Guinardó,40,55-59,5,3
2016,7,Horta-Guinardó,41,55-59,4,4
2016,7,Horta-Guinardó,42,55-59,0,0
2016,7,Horta-Guinardó,43,55-59,24,22
2016,8,Nou Barris,44,55-59,34,37
2016,8,Nou Barris,45,55-59,39,30
2016,8,Nou Barris,46,55-59,26,13
2016,8,Nou Barris,47,55-59,5,2
2016,8,Nou Barris,48,55-59,10,11
2016,8,Nou Barris,49,55-59,4,9
2016,8,Nou Barris,50,55-59,26,16
2016,8,Nou Barris,51,55-59,23,16
2016,8,Nou Barris,52,55-59,28,18
2016,8,Nou Barris,53,55-59,14,12
2016,8,Nou Barris,54,55-59,3,2
2016,8,Nou Barris,55,55-59,16,12
2016,8,Nou Barris,56,55-59,3,3
2016,9,Sant Andreu,57,55-59,13,15
2016,9,Sant Andreu,58,55-59,3,5
2016,9,Sant Andreu,59,55-59,19,20
2016,9,Sant Andreu,60,55-59,66,58
2016,9,Sant Andreu,61,55-59,28,26
2016,9,Sant Andreu,62,55-59,18,14
2016,9,Sant Andreu,63,55-59,32,19
2016,10,Sant Martí,64,55-59,50,48
2016,10,Sant Martí,65,55-59,29,33
2016,10,Sant Martí,66,55-59,17,19
2016,10,Sant Martí,67,55-59,15,9
2016,10,Sant Martí,68,55-59,28,32
2016,10,Sant Martí,69,55-59,25,7
2016,10,Sant Martí,70,55-59,36,28
2016,10,Sant Martí,71,55-59,31,29
2016,10,Sant Martí,72,55-59,37,33
2016,10,Sant Martí,73,55-59,34,31
2016,99,No consta,99,55-59,0,0
2016,1,Ciutat Vella,1,60-64,84,51
2016,1,Ciutat Vella,2,60-64,32,16
2016,1,Ciutat Vella,3,60-64,29,20
2016,1,Ciutat Vella,4,60-64,26,17
2016,2,Eixample,5,60-64,32,29
2016,2,Eixample,6,60-64,57,53
2016,2,Eixample,7,60-64,61,47
2016,2,Eixample,8,60-64,45,47
2016,2,Eixample,9,60-64,56,57
2016,2,Eixample,10,60-64,37,29
2016,3,Sants-Montjuïc,11,60-64,35,39
2016,3,Sants-Montjuïc,12,60-64,0,1
2016,3,Sants-Montjuïc,13,60-64,27,30
2016,3,Sants-Montjuïc,14,60-64,15,11
2016,3,Sants-Montjuïc,15,60-64,13,16
2016,3,Sants-Montjuïc,16,60-64,29,17
2016,3,Sants-Montjuïc,17,60-64,24,37
2016,3,Sants-Montjuïc,18,60-64,39,45
2016,4,Les Corts,19,60-64,47,44
2016,4,Les Corts,20,60-64,28,27
2016,4,Les Corts,21,60-64,13,22
2016,5,Sarrià-Sant Gervasi,22,60-64,10,8
2016,5,Sarrià-Sant Gervasi,23,60-64,17,18
2016,5,Sarrià-Sant Gervasi,24,60-64,12,10
2016,5,Sarrià-Sant Gervasi,25,60-64,20,32
2016,5,Sarrià-Sant Gervasi,26,60-64,49,54
2016,5,Sarrià-Sant Gervasi,27,60-64,33,41
2016,6,Gràcia,28,60-64,13,14
2016,6,Gràcia,29,60-64,8,7
2016,6,Gràcia,30,60-64,10,10
2016,6,Gràcia,31,60-64,48,43
2016,6,Gràcia,32,60-64,37,30
2016,7,Horta-Guinardó,33,60-64,24,26
2016,7,Horta-Guinardó,34,60-64,6,10
2016,7,Horta-Guinardó,35,60-64,27,23
2016,7,Horta-Guinardó,36,60-64,9,7
2016,7,Horta-Guinardó,37,60-64,23,21
2016,7,Horta-Guinardó,38,60-64,5,9
2016,7,Horta-Guinardó,39,60-64,6,4
2016,7,Horta-Guinardó,40,60-64,8,6
2016,7,Horta-Guinardó,41,60-64,10,6
2016,7,Horta-Guinardó,42,60-64,1,1
2016,7,Horta-Guinardó,43,60-64,18,13
2016,8,Nou Barris,44,60-64,18,22
2016,8,Nou Barris,45,60-64,27,27
2016,8,Nou Barris,46,60-64,19,9
2016,8,Nou Barris,47,60-64,2,0
2016,8,Nou Barris,48,60-64,8,8
2016,8,Nou Barris,49,60-64,5,9
2016,8,Nou Barris,50,60-64,16,13
2016,8,Nou Barris,51,60-64,8,12
2016,8,Nou Barris,52,60-64,14,17
2016,8,Nou Barris,53,60-64,8,7
2016,8,Nou Barris,54,60-64,1,0
2016,8,Nou Barris,55,60-64,9,7
2016,8,Nou Barris,56,60-64,2,1
2016,9,Sant Andreu,57,60-64,10,7
2016,9,Sant Andreu,58,60-64,1,3
2016,9,Sant Andreu,59,60-64,9,13
2016,9,Sant Andreu,60,60-64,40,54
2016,9,Sant Andreu,61,60-64,29,25
2016,9,Sant Andreu,62,60-64,12,10
2016,9,Sant Andreu,63,60-64,18,32
2016,10,Sant Martí,64,60-64,41,45
2016,10,Sant Martí,65,60-64,30,29
2016,10,Sant Martí,66,60-64,12,13
2016,10,Sant Martí,67,60-64,8,7
2016,10,Sant Martí,68,60-64,22,17
2016,10,Sant Martí,69,60-64,9,12
2016,10,Sant Martí,70,60-64,31,14
2016,10,Sant Martí,71,60-64,19,21
2016,10,Sant Martí,72,60-64,36,20
2016,10,Sant Martí,73,60-64,24,23
2016,99,No consta,99,60-64,2,0
2016,1,Ciutat Vella,1,65-69,55,36
2016,1,Ciutat Vella,2,65-69,21,10
2016,1,Ciutat Vella,3,65-69,10,12
2016,1,Ciutat Vella,4,65-69,11,17
2016,2,Eixample,5,65-69,20,23
2016,2,Eixample,6,65-69,42,36
2016,2,Eixample,7,65-69,54,42
2016,2,Eixample,8,65-69,40,50
2016,2,Eixample,9,65-69,55,64
2016,2,Eixample,10,65-69,25,36
2016,3,Sants-Montjuïc,11,65-69,40,53
2016,3,Sants-Montjuïc,12,65-69,0,0
2016,3,Sants-Montjuïc,13,65-69,19,23
2016,3,Sants-Montjuïc,14,65-69,7,14
2016,3,Sants-Montjuïc,15,65-69,14,22
2016,3,Sants-Montjuïc,16,65-69,20,20
2016,3,Sants-Montjuïc,17,65-69,20,27
2016,3,Sants-Montjuïc,18,65-69,36,34
2016,4,Les Corts,19,65-69,34,47
2016,4,Les Corts,20,65-69,27,23
2016,4,Les Corts,21,65-69,13,10
2016,5,Sarrià-Sant Gervasi,22,65-69,2,0
2016,5,Sarrià-Sant Gervasi,23,65-69,18,22
2016,5,Sarrià-Sant Gervasi,24,65-69,11,19
2016,5,Sarrià-Sant Gervasi,25,65-69,25,23
2016,5,Sarrià-Sant Gervasi,26,65-69,38,52
2016,5,Sarrià-Sant Gervasi,27,65-69,25,40
2016,6,Gràcia,28,65-69,11,12
2016,6,Gràcia,29,65-69,9,10
2016,6,Gràcia,30,65-69,14,10
2016,6,Gràcia,31,65-69,32,45
2016,6,Gràcia,32,65-69,26,21
2016,7,Horta-Guinardó,33,65-69,19,15
2016,7,Horta-Guinardó,34,65-69,5,15
2016,7,Horta-Guinardó,35,65-69,22,33
2016,7,Horta-Guinardó,36,65-69,5,9
2016,7,Horta-Guinardó,37,65-69,23,22
2016,7,Horta-Guinardó,38,65-69,3,10
2016,7,Horta-Guinardó,39,65-69,4,7
2016,7,Horta-Guinardó,40,65-69,3,2
2016,7,Horta-Guinardó,41,65-69,6,5
2016,7,Horta-Guinardó,42,65-69,0,0
2016,7,Horta-Guinardó,43,65-69,10,21
2016,8,Nou Barris,44,65-69,22,22
2016,8,Nou Barris,45,65-69,15,14
2016,8,Nou Barris,46,65-69,15,14
2016,8,Nou Barris,47,65-69,2,0
2016,8,Nou Barris,48,65-69,4,5
2016,8,Nou Barris,49,65-69,2,1
2016,8,Nou Barris,50,65-69,17,16
2016,8,Nou Barris,51,65-69,10,6
2016,8,Nou Barris,52,65-69,18,16
2016,8,Nou Barris,53,65-69,9,9
2016,8,Nou Barris,54,65-69,1,1
2016,8,Nou Barris,55,65-69,4,11
2016,8,Nou Barris,56,65-69,0,2
2016,9,Sant Andreu,57,65-69,5,4
2016,9,Sant Andreu,58,65-69,1,3
